"","Metabolite",".y.","group1","group2","n1","n2","statistic","df","p","p.adj","FC","Log2FC","log10p","Text","p<0.05","FDR<0.05",">2-fold Change","SigPandFold"
"1024","Nerylglucoside","value","PCR","RVT",14,29,-1.53338330804848,33.2939598569465,0.135,0.805403846153846,1.04901860627309,0.0690402669903547,-0.869666231504994,"</br> Nerylglucoside </br>pvalue:  0.135 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"1025","Nicotinamideribotide","value","PCR","RVT",14,29,0.889334235045483,28.7556398967199,0.381,0.99974,0.958891183685019,-0.0605609894096565,-0.419075024324381,"</br> Nicotinamideribotide </br>pvalue:  0.381 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1026","Nicotinate","value","PCR","RVT",14,29,-2.68243041440167,40.988972277786,0.0105,0.51338,1.22704948197867,0.295193428272083,-1.97881070093006,"</br> Nicotinate </br>pvalue:  0.0105 </br> FDR:  0.5134",TRUE,FALSE,FALSE,FALSE
"1027","Nifedipine","value","PCR","RVT",14,29,-0.230204060299867,24.2793725510549,0.82,0.99974,1.0205875273824,0.029399915742102,-0.0861861476162833,"</br> Nifedipine </br>pvalue:  0.82 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1028","Nitrosobenzene","value","PCR","RVT",14,29,-0.66377449421539,38.9310058489125,0.511,0.99974,1.06555155949035,0.0916004033706,-0.291579099865287,"</br> Nitrosobenzene </br>pvalue:  0.511 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1029","Nizatidine","value","PCR","RVT",14,29,-2.02720788178605,35.3419187239193,0.0502,0.671487128712871,1.23177956376096,0.300744097978071,-1.29929628285498,"</br> Nizatidine </br>pvalue:  0.0502 </br> FDR:  0.6715",FALSE,FALSE,FALSE,FALSE
"1030","Nocodazole","value","PCR","RVT",14,29,0.589137761664678,36.0484165212642,0.559,0.99974,0.982979963547712,-0.024766085020343,-0.252588192113577,"</br> Nocodazole </br>pvalue:  0.559 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1031","Nookatone","value","PCR","RVT",14,29,0.524211755348844,26.5467075128675,0.604,0.99974,0.972303464207833,-0.0405214333412071,-0.218963061378868,"</br> Nookatone </br>pvalue:  0.604 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1032","Nootkatol","value","PCR","RVT",14,29,0.101495635752471,33.317887121426,0.92,0.99974,0.999736330384579,-0.000380445004699905,-0.0362121726544447,"</br> Nootkatol </br>pvalue:  0.92 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1033","Norophthalmicacid","value","PCR","RVT",14,29,-2.37335287098784,40.5452976089795,0.0225,0.584816438356164,1.67911318808142,0.747699484819184,-1.64781748188864,"</br> Norophthalmicacid </br>pvalue:  0.0225 </br> FDR:  0.5848",TRUE,FALSE,FALSE,FALSE
"1034","O-Carbamoyl-deacetylcephalosporinC","value","PCR","RVT",14,29,0.53882660661021,36.328710053851,0.593,0.99974,0.986408282633244,-0.0197431811322765,-0.226945306635737,"</br> O-Carbamoyl-deacetylcephalosporinC </br>pvalue:  0.593 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1035","O-Desmethylangolensin","value","PCR","RVT",14,29,0.195778220053515,29.8260995753878,0.846,0.99974,0.995263773021948,-0.00684916360417235,-0.0726296369609765,"</br> O-Desmethylangolensin </br>pvalue:  0.846 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1036","O-Succinyl-L-homoserine; 1-Isothiocyanato-7-(methylsulfinyl)heptane","value","PCR","RVT",14,29,-1.44313918056034,29.3020868833949,0.16,0.815698113207547,1.08361261044453,0.115849087984352,-0.795880017344075,"</br> O-Succinyl-L-homoserine; 1-Isothiocyanato-7-(methylsulfinyl)heptane </br>pvalue:  0.16 </br> FDR:  0.8157",FALSE,FALSE,FALSE,FALSE
"1037","O-methoxycatechol-O-sulphate","value","PCR","RVT",14,29,0.398888771002469,36.5017137733841,0.692,0.99974,0.991197182371911,-0.0127560084821417,-0.159893905543242,"</br> O-methoxycatechol-O-sulphate </br>pvalue:  0.692 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1038","Octadecanedioicacid","value","PCR","RVT",14,29,-0.543293154885215,38.8928894766224,0.59,0.99974,1.05130081047743,0.0721755291390259,-0.229147988357856,"</br> Octadecanedioicacid </br>pvalue:  0.59 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1039","Octadecylfumarate","value","PCR","RVT",14,29,0.617115572702061,13.9169786406106,0.547,0.99974,0.626375242139784,-0.674900904525388,-0.262012673666569,"</br> Octadecylfumarate </br>pvalue:  0.547 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1040","Octaethyleneglycol","value","PCR","RVT",14,29,0.583277427831951,23.9679574250052,0.565,0.99974,0.96235855454183,-0.0553535829266697,-0.247951552180562,"</br> Octaethyleneglycol </br>pvalue:  0.565 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1041","Octanoicacid","value","PCR","RVT",14,29,0.5506903993628,35.2457975421352,0.585,0.99974,0.985731509992779,-0.0207333508699257,-0.23284413391782,"</br> Octanoicacid </br>pvalue:  0.585 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1042","Oenanthicether","value","PCR","RVT",14,29,-0.158127041567349,26.830307731339,0.876,0.99974,1.00871297148571,0.0125157150550409,-0.0574958938319193,"</br> Oenanthicether </br>pvalue:  0.876 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1043","Oleamide","value","PCR","RVT",14,29,-2.034116097719,40.8918719634683,0.0485,0.655235,2.35225560912685,1.23404483992892,-1.31425826139774,"</br> Oleamide </br>pvalue:  0.0485 </br> FDR:  0.6552",TRUE,FALSE,TRUE,TRUE
"1044","Oleanolicacid","value","PCR","RVT",14,29,-1.04511959367628,27.0734363913425,0.305,0.990516826923077,1.19205162137486,0.253446712552557,-0.515700160653214,"</br> Oleanolicacid </br>pvalue:  0.305 </br> FDR:  0.9905",FALSE,FALSE,FALSE,FALSE
"1045","Oplophorusluciferin","value","PCR","RVT",14,29,0.275058316597406,20.9448740861763,0.786,0.99974,0.891319673043239,-0.165985145742913,-0.104577453960592,"</br> Oplophorusluciferin </br>pvalue:  0.786 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1046","Orcinol","value","PCR","RVT",14,29,1.28271483947154,23.4896431022899,0.212,0.892249221183801,0.978041771563528,-0.032032011774656,-0.673664139071249,"</br> Orcinol </br>pvalue:  0.212 </br> FDR:  0.8922",FALSE,FALSE,FALSE,FALSE
"1047","Orellanine","value","PCR","RVT",14,29,0.561812802836458,28.0082247159995,0.579,0.99974,0.97477129962994,-0.0368643207353322,-0.237321436272564,"</br> Orellanine </br>pvalue:  0.579 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1048","Ornithine","value","PCR","RVT",14,29,-2.10397140231673,40.7110191305827,0.0416,0.639068539325843,1.47636255008386,0.562047047265692,-1.38090666937326,"</br> Ornithine </br>pvalue:  0.0416 </br> FDR:  0.6391",TRUE,FALSE,FALSE,FALSE
"1049","Orotate","value","PCR","RVT",14,29,-1.53997611749227,40.018080549836,0.131,0.805403846153846,1.06302955798203,0.0881817121665147,-0.882728704344236,"</br> Orotate </br>pvalue:  0.131 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"1050","Otobanone","value","PCR","RVT",14,29,0.745651301887915,38.6916360704403,0.46,0.99974,1.26242295955067,0.336195348842242,-0.337242168318426,"</br> Otobanone </br>pvalue:  0.46 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1051","Oxaluricacid","value","PCR","RVT",14,29,-1.45445508674738,39.0337293141881,0.154,0.805403846153846,1.04575583654806,0.0645460499402953,-0.812479279163537,"</br> Oxaluricacid </br>pvalue:  0.154 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"1052","Oxoadipate","value","PCR","RVT",14,29,-0.223668468812459,27.686716331237,0.825,0.99974,1.00963544970761,0.0138344713557556,-0.0835460514500749,"</br> Oxoadipate </br>pvalue:  0.825 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1053","Oxobutanoicacid","value","PCR","RVT",14,29,-0.586727889541295,27.7305247688973,0.562,0.99974,1.01437587828555,0.0205923439144993,-0.250263684430939,"</br> Oxobutanoicacid </br>pvalue:  0.562 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1054","Oxoglutarate","value","PCR","RVT",14,29,-1.8411260223611,25.3138638404112,0.0774,0.7261625,1.07239193758159,0.100832278056024,-1.11125903931711,"</br> Oxoglutarate </br>pvalue:  0.0774 </br> FDR:  0.7262",FALSE,FALSE,FALSE,FALSE
"1055","Oxoguanine","value","PCR","RVT",14,29,0.200877409620608,29.7490559346542,0.842,0.99974,0.995034855430175,-0.00718103166774615,-0.0746879085003505,"</br> Oxoguanine </br>pvalue:  0.842 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1056","Oxoproline","value","PCR","RVT",14,29,-1.56816856653035,40.2574582778936,0.125,0.804166666666667,1.50628807499342,0.590997709332594,-0.903089986991944,"</br> Oxoproline </br>pvalue:  0.125 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
"1057","PA(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","value","PCR","RVT",14,29,1.84345653324572,17.5916655245274,0.0822,0.757104026845638,0.849785586945698,-0.234829220309243,-1.08512818245995,"</br> PA(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)) </br>pvalue:  0.0822 </br> FDR:  0.7571",FALSE,FALSE,FALSE,FALSE
"1058","PA(14:1(9Z)/22:2(13Z,16Z))","value","PCR","RVT",14,29,0.38289242924609,32.9295369880107,0.704,0.99974,0.988340718370176,-0.016919615866008,-0.152427340857888,"</br> PA(14:1(9Z)/22:2(13Z,16Z)) </br>pvalue:  0.704 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1059","PA(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))","value","PCR","RVT",14,29,-0.0495796803235797,36.0404684975028,0.961,0.99974,1.01843794191232,0.0263580729664964,-0.0172766123314547,"</br> PA(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)) </br>pvalue:  0.961 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1060","PA(8:0/13:0)","value","PCR","RVT",14,29,0.500193462259282,22.3977584911536,0.622,0.99974,0.943676842054847,-0.0836351952398545,-0.206209615309181,"</br> PA(8:0/13:0) </br>pvalue:  0.622 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1061","PA(8:0/16:0)","value","PCR","RVT",14,29,-0.705130229021656,34.216651982587,0.486,0.99974,1.05001922631178,0.0704157445111209,-0.313363730737707,"</br> PA(8:0/16:0) </br>pvalue:  0.486 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1062","PA(8:0/18:0)","value","PCR","RVT",14,29,-0.597154224314189,25.3612986101667,0.556,0.99974,1.02480122367271,0.0353441034556398,-0.254925208417942,"</br> PA(8:0/18:0) </br>pvalue:  0.556 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1063","PC(15:0/16:0)","value","PCR","RVT",14,29,1.564913762597,40.998254416146,0.125,0.804166666666667,0.94989663241485,-0.0741575667240146,-0.903089986991944,"</br> PC(15:0/16:0) </br>pvalue:  0.125 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
"1064","PC(15:0/16:1(9Z))","value","PCR","RVT",14,29,1.60040192010334,34.9905247529912,0.119,0.804166666666667,0.951632905260165,-0.0715229372112105,-0.924453038607469,"</br> PC(15:0/16:1(9Z)) </br>pvalue:  0.119 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
"1065","PC(15:0/18:4(6Z,9Z,12Z,15Z))","value","PCR","RVT",14,29,0.928485221494009,39.301599994602,0.359,0.99974,0.9740831987189,-0.037883093367238,-0.444905551421681,"</br> PC(15:0/18:4(6Z,9Z,12Z,15Z)) </br>pvalue:  0.359 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1066","PC(15:0/20:4(5Z,8Z,11Z,14Z))","value","PCR","RVT",14,29,1.42710929963798,23.1347160241892,0.167,0.835618518518519,0.930809814144826,-0.103441672773852,-0.777283528852417,"</br> PC(15:0/20:4(5Z,8Z,11Z,14Z)) </br>pvalue:  0.167 </br> FDR:  0.8356",FALSE,FALSE,FALSE,FALSE
"1067","PC(24:0/P-18:1(11Z))","value","PCR","RVT",14,29,-0.225841853457507,28.7248829264405,0.823,0.99974,1.01629564181144,0.0233201451528436,-0.0846001647877302,"</br> PC(24:0/P-18:1(11Z)) </br>pvalue:  0.823 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1068","PC(24:1(15Z)/P-18:1(11Z))","value","PCR","RVT",14,29,-0.731133443703504,31.2808576622418,0.47,0.99974,1.03846901566341,0.0544581717765925,-0.327902142064283,"</br> PC(24:1(15Z)/P-18:1(11Z)) </br>pvalue:  0.47 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1069","PE(14:0/20:2(11Z,14Z))","value","PCR","RVT",14,29,1.10636552953415,35.8415229246981,0.276,0.962023136246787,0.964277172024274,-0.0524802002688961,-0.559090917934782,"</br> PE(14:0/20:2(11Z,14Z)) </br>pvalue:  0.276 </br> FDR:  0.962",FALSE,FALSE,FALSE,FALSE
"1070","PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","value","PCR","RVT",14,29,0.688811391620114,26.6446510745794,0.497,0.99974,0.949366438276189,-0.0749630459503826,-0.303643611266668,"</br> PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) </br>pvalue:  0.497 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1071","PE(18:1(11Z)/P-18:1(11Z))","value","PCR","RVT",14,29,-0.170150510394165,24.1064536125472,0.866,0.99974,1.00935898038847,0.0134393628678488,-0.0624821079826534,"</br> PE(18:1(11Z)/P-18:1(11Z)) </br>pvalue:  0.866 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1072","PE(18:2(9Z,12Z)/P-18:1(11Z))","value","PCR","RVT",14,29,-1.3013061902046,40.3751961036082,0.201,0.884990506329114,1.07002630466101,0.097646263110097,-0.696803942579511,"</br> PE(18:2(9Z,12Z)/P-18:1(11Z)) </br>pvalue:  0.201 </br> FDR:  0.885",FALSE,FALSE,FALSE,FALSE
"1073","PE(18:3(6Z,9Z,12Z)/P-18:1(11Z))","value","PCR","RVT",14,29,-0.309299605486887,40.2294188351226,0.759,0.99974,1.03114563407951,0.0442481064465113,-0.11975822410452,"</br> PE(18:3(6Z,9Z,12Z)/P-18:1(11Z)) </br>pvalue:  0.759 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1074","PE(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z))","value","PCR","RVT",14,29,0.622006667524432,40.9887217450813,0.537,0.99974,0.989462959335111,-0.0152823940660866,-0.270025714300444,"</br> PE(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z)) </br>pvalue:  0.537 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1075","PE(22:4(7Z,10Z,13Z,16Z)/P-18:0)","value","PCR","RVT",14,29,0.395896350352826,40.8832325354439,0.694,0.99974,0.996812609409525,-0.00460577670850302,-0.158640529545145,"</br> PE(22:4(7Z,10Z,13Z,16Z)/P-18:0) </br>pvalue:  0.694 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1076","PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))","value","PCR","RVT",14,29,0.434280826047127,40.9952347560981,0.666,0.99974,0.997768708215884,-0.00322267028913266,-0.176525770829699,"</br> PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z)) </br>pvalue:  0.666 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1077","PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z)); PG(18:0/18:0)","value","PCR","RVT",14,29,-0.466246012875172,40.8502246562588,0.644,0.99974,1.03122431571728,0.0443581871899551,-0.191114132640188,"</br> PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z)); PG(18:0/18:0) </br>pvalue:  0.644 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1078","PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))","value","PCR","RVT",14,29,-0.166949256655459,40.8360570030042,0.868,0.99974,1.02138415569733,0.0305255844153759,-0.0614802748235081,"</br> PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z)) </br>pvalue:  0.868 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1079","PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z)); PG(18:0/18:1(11Z))","value","PCR","RVT",14,29,-0.124891014445562,39.8104756617378,0.901,0.99974,1.01846172234507,0.0263917593703884,-0.045275209020937,"</br> PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z)); PG(18:0/18:1(11Z)) </br>pvalue:  0.901 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1080","PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z))","value","PCR","RVT",14,29,-0.237113501707394,28.2248567799976,0.814,0.99974,1.02100673801031,0.0299923871383165,-0.0893755951107988,"</br> PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z)) </br>pvalue:  0.814 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1081","PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z))","value","PCR","RVT",14,29,1.29812772406768,40.13548958695,0.202,0.884990506329114,0.965148392096087,-0.0511773202968205,-0.694648630553376,"</br> PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z)) </br>pvalue:  0.202 </br> FDR:  0.885",FALSE,FALSE,FALSE,FALSE
"1082","PGP(18:0/18:2(9Z,12Z))","value","PCR","RVT",14,29,0.604532882060045,14.3800689695545,0.555,0.99974,0.880672720371398,-0.183322117081408,-0.255707016877324,"</br> PGP(18:0/18:2(9Z,12Z)) </br>pvalue:  0.555 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1083","PI(16:0/18:2(9Z,12Z))","value","PCR","RVT",14,29,-0.0581744346402658,24.3569850179756,0.954,0.99974,1.00177543569792,0.00255914115316303,-0.0204516252959049,"</br> PI(16:0/18:2(9Z,12Z)) </br>pvalue:  0.954 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1084","PI(16:0/22:4(10Z,13Z,16Z,19Z))","value","PCR","RVT",14,29,-0.432597694386037,35.1417038908635,0.668,0.99974,1.0166629083999,0.0238414087974623,-0.175223537524454,"</br> PI(16:0/22:4(10Z,13Z,16Z,19Z)) </br>pvalue:  0.668 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1085","PI(16:0/22:5(4Z,7Z,10Z,13Z,16Z))","value","PCR","RVT",14,29,1.70419844671302,31.5735231208883,0.0982,0.799206024096386,0.945310846509003,-0.0811392862140382,-1.00788851221305,"</br> PI(16:0/22:5(4Z,7Z,10Z,13Z,16Z)) </br>pvalue:  0.0982 </br> FDR:  0.7992",FALSE,FALSE,FALSE,FALSE
"1086","PS(18:0/18:2(9Z,12Z))","value","PCR","RVT",14,29,-1.13427094695368,31.5901056860869,0.265,0.955324538258575,1.18387574807638,0.243517672993412,-0.576754126063192,"</br> PS(18:0/18:2(9Z,12Z)) </br>pvalue:  0.265 </br> FDR:  0.9553",FALSE,FALSE,FALSE,FALSE
"1087","Palmiticamide","value","PCR","RVT",14,29,-0.110203667687089,36.1115583443333,0.913,0.99974,1.09807715073312,0.134979421437686,-0.039529222465701,"</br> Palmiticamide </br>pvalue:  0.913 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1088","PalmitoleoylEthanolamide","value","PCR","RVT",14,29,-0.170287268093752,40.6020221244693,0.866,0.99974,1.0675196770687,0.0942626625837526,-0.0624821079826534,"</br> PalmitoleoylEthanolamide </br>pvalue:  0.866 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1089","Palmitoylglycine","value","PCR","RVT",14,29,-0.590557480472379,34.9545012586309,0.559,0.99974,1.0263559519406,0.0375311608086636,-0.252588192113577,"</br> Palmitoylglycine </br>pvalue:  0.559 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1090","Panaxatriol","value","PCR","RVT",14,29,0.958299056242886,21.0990907916835,0.349,0.99974,0.919300154388976,-0.121392111993564,-0.45717457304082,"</br> Panaxatriol </br>pvalue:  0.349 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1091","Pantothenicacid; Cis-zeatin","value","PCR","RVT",14,29,-1.45085916448522,40.3510615581859,0.155,0.805403846153846,1.44201749508777,0.528088667992923,-0.809668301829709,"</br> Pantothenicacid; Cis-zeatin </br>pvalue:  0.155 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"1092","Pantoyllactoneglucoside","value","PCR","RVT",14,29,-0.135604340653993,27.1728528548694,0.893,0.99974,1.00976821961208,0.0140241773426657,-0.0491485411114536,"</br> Pantoyllactoneglucoside </br>pvalue:  0.893 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1093","Paracetamolsulfate","value","PCR","RVT",14,29,0.00817803451882537,37.0184959455151,0.994,0.99974,1.00917570074881,0.0131773741783058,-0.00261361560268669,"</br> Paracetamolsulfate </br>pvalue:  0.994 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1094","Paraoxon","value","PCR","RVT",14,29,-1.56494325328473,26.77955028348,0.129,0.805403846153846,1.08486191525337,0.117511423446747,-0.889410289700751,"</br> Paraoxon </br>pvalue:  0.129 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"1095","ParvisoflavoneA","value","PCR","RVT",14,29,0.534916795223747,22.3899582231435,0.598,0.99974,0.971844594882158,-0.0412024601897172,-0.223298816011589,"</br> ParvisoflavoneA </br>pvalue:  0.598 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1096","Pelargonidin3-O-[b-D-Glucopyranosyl-(1->2)-[4-hydroxycinnamoyl-(->6)]-b-D-glucopyranoside](E-)5-O-(6-O-malonyl-b-D-glucopyranoside)","value","PCR","RVT",14,29,0.900814731173317,34.0335100370218,0.374,0.99974,0.96575339378195,-0.0502732526048528,-0.42712839779952,"</br> Pelargonidin3-O-[b-D-Glucopyranosyl-(1->2)-[4-hydroxycinnamoyl-(->6)]-b-D-glucopyranoside](E-)5-O-(6-O-malonyl-b-D-glucopyranoside) </br>pvalue:  0.374 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1097","PenitremD","value","PCR","RVT",14,29,1.01669204687546,18.007921766839,0.323,0.99974,0.934500223475018,-0.0977330859129041,-0.490797477668897,"</br> PenitremD </br>pvalue:  0.323 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1098","Pentadecanal","value","PCR","RVT",14,29,-0.353036225789054,33.0911313691656,0.726,0.99974,1.03363127088702,0.0477216222721726,-0.139063379299906,"</br> Pentadecanal </br>pvalue:  0.726 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1099","Pentanoicacid","value","PCR","RVT",14,29,-0.219691881892516,33.5222596544326,0.827,0.99974,1.02092279253158,0.029873766271023,-0.0824944904474534,"</br> Pentanoicacid </br>pvalue:  0.827 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1100","Peonidin-3-glucoside","value","PCR","RVT",14,29,0.664804495666575,36.6190516793315,0.51,0.99974,0.982771475688788,-0.0250721098770774,-0.292429823902064,"</br> Peonidin-3-glucoside </br>pvalue:  0.51 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1101","Peroxynitrite","value","PCR","RVT",14,29,-2.18018605227946,37.6227105954057,0.0356,0.591474390243902,1.09274518755214,0.127957024511178,-1.44855000202712,"</br> Peroxynitrite </br>pvalue:  0.0356 </br> FDR:  0.5915",TRUE,FALSE,FALSE,FALSE
"1102","Perulactone","value","PCR","RVT",14,29,-1.73562020739689,40.9999483845692,0.0901,0.773213836477987,1.11883013327005,0.16199101532095,-1.04527520902094,"</br> Perulactone </br>pvalue:  0.0901 </br> FDR:  0.7732",FALSE,FALSE,FALSE,FALSE
"1103","Phaseolicacid","value","PCR","RVT",14,29,-1.46585948833476,31.8113004158562,0.153,0.805403846153846,1.0885699084238,0.122434060992123,-0.815308569182401,"</br> Phaseolicacid </br>pvalue:  0.153 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"1104","Phenol","value","PCR","RVT",14,29,0.0759127519239205,30.3599162192179,0.94,0.99974,0.999323807222127,-0.000975869942622037,-0.0268721464003014,"</br> Phenol </br>pvalue:  0.94 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1105","Phenolsulfate","value","PCR","RVT",14,29,0.213471702455399,27.1559301745746,0.833,0.99974,0.994621242356619,-0.00778085144496868,-0.0793549985932124,"</br> Phenolsulfate </br>pvalue:  0.833 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1106","Phenylacetaldehyde","value","PCR","RVT",14,29,-0.581770301521686,21.3593886549154,0.567,0.99974,1.02984966955423,0.0424337579742725,-0.246416941107093,"</br> Phenylacetaldehyde </br>pvalue:  0.567 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1107","Phenylacetylglycine; Carbendazim","value","PCR","RVT",14,29,-0.45396538377266,24.061167876341,0.654,0.99974,1.03699988123045,0.0524157289165705,-0.184422251675733,"</br> Phenylacetylglycine; Carbendazim </br>pvalue:  0.654 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1108","Phenylalanine","value","PCR","RVT",14,29,-2.85425326972554,31.9884976236813,0.00751,0.51338,2.28528055057107,1.19237128741562,-2.12436006299583,"</br> Phenylalanine </br>pvalue:  0.0075 </br> FDR:  0.5134",TRUE,FALSE,TRUE,TRUE
"1109","Phenylethylalcohol","value","PCR","RVT",14,29,0.0202294637444854,33.4044737466048,0.984,0.99974,1.01938621715984,0.0277007522056732,-0.00700490156865849,"</br> Phenylethylalcohol </br>pvalue:  0.984 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1110","Phlorin","value","PCR","RVT",14,29,-0.0202630239893843,30.2016265131095,0.984,0.99974,1.00507274753663,0.00729992798329636,-0.00700490156865849,"</br> Phlorin </br>pvalue:  0.984 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1111","PhoslactomycinB","value","PCR","RVT",14,29,0.383334360280597,36.2828336950419,0.704,0.99974,0.991508481223415,-0.0123029817709808,-0.152427340857888,"</br> PhoslactomycinB </br>pvalue:  0.704 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1112","Phosphoenolpyruvate","value","PCR","RVT",14,29,-1.50339170895617,34.1911524704904,0.142,0.805403846153846,1.03559327719816,0.0504575047806015,-0.847711655616944,"</br> Phosphoenolpyruvate </br>pvalue:  0.142 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"1113","Phosphoglycerate; Diethyldithiophosphate","value","PCR","RVT",14,29,-0.878445362514063,32.6191256620196,0.386,0.99974,1.02904487683495,0.0413058997979353,-0.413412695328245,"</br> Phosphoglycerate; Diethyldithiophosphate </br>pvalue:  0.386 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
